Subject,Front,Trial,Degree,RT,Acc
50,1,1,60,13.75,1
50,1,2,240,3.33,0
50,1,3,180,12.67,0
50,1,4,60,2.53,1
50,1,5,0,1.71,1
50,1,6,120,8.23,1
50,1,7,240,3.6,1
50,1,8,120,2.28,0
50,1,9,0,2.33,1
50,1,10,300,2.55,1
50,1,11,180,7.77,0
50,1,12,300,8.08,0
51,0,1,60,12.43,1
51,0,2,120,38.88,1
51,0,3,180,13.05,1
51,0,4,240,21.95,1
51,0,5,120,10.9,1
51,0,6,300,7.45,1
51,0,7,0,15.34,1
51,0,8,180,7.86,1
51,0,9,240,9.58,1
51,0,10,60,7.1,1
51,0,11,300,5.65,1
51,0,12,0,6.5,1
51,1,1,180,23.96,1
51,1,2,120,21.97,0
51,1,3,240,36.31,0
51,1,4,0,20.55,1
51,1,5,300,16.27,1
51,1,6,60,9.81,1
51,1,7,180,11.3,1
51,1,8,120,7.57,1
51,1,9,300,7.55,1
51,1,10,60,19.53,1
51,1,11,240,6.55,1
51,1,12,0,8.97,1
52,0,1,240,7.99,1
52,0,2,60,4.27,1
52,0,3,180,4,1
52,0,4,300,3.82,1
52,0,5,0,3.63,1
52,0,6,180,8.25,1
52,0,7,0,3.78,1
52,0,8,120,8.45,1
52,0,9,300,2.7,1
52,0,10,240,7,1
52,0,11,60,3.55,1
52,0,12,120,4.58,1
52,1,1,240,10.03,1
52,1,2,300,12.73,1
52,1,3,0,8.87,1
52,1,4,120,10.52,1
52,1,5,0,11.03,1
52,1,6,180,11.8,1
52,1,7,60,4.6,1
52,1,8,60,3.75,1
52,1,9,300,4.82,1
52,1,10,180,11.45,0
52,1,11,120,9.67,1
52,1,12,240,14.58,1
53,0,1,240,11.9,1
53,0,2,0,16.83,1
53,0,3,120,7.58,1
53,0,4,180,7.13,0
53,0,5,0,28.92,0
53,0,6,240,27.4,1
53,0,7,60,28.55,1
53,0,8,300,10.24,1
53,0,9,300,4.13,1
53,0,10,60,7.42,1
53,0,11,180,61.05,0
53,0,12,120,18.1,1
53,1,1,0,5.23,1
53,1,2,0,3.7,1
53,1,3,240,15.97,1
53,1,4,300,9.18,1
53,1,5,60,5.32,1
53,1,6,120,11.12,1
53,1,7,300,4.55,1
53,1,8,180,23.97,1
53,1,9,180,35.93,1
53,1,10,60,3.55,1
53,1,11,240,9.17,1
53,1,12,120,15.07,1
54,0,1,300,9.4,1
54,0,2,0,3.9,1
54,0,3,120,8.52,1
54,0,4,60,3.88,1
54,0,5,60,10.08,0
54,0,6,180,13.78,1
54,0,7,120,9.6,1
54,0,8,0,9.12,1
54,0,9,300,4.8,1
54,0,10,240,10.93,0
54,0,11,180,10.42,1
54,0,12,240,13.13,1
54,1,1,60,6.54,1
54,1,2,0,5.42,1
54,1,3,0,13.55,1
54,1,4,180,8.17,1
54,1,5,120,6.1,1
54,1,6,240,5.31,0
54,1,7,240,14.15,0
54,1,8,120,12.67,1
54,1,9,300,6.15,0
54,1,10,180,14.17,1
54,1,11,60,5.05,1
54,1,12,300,5.65,1
55,0,1,300,4.57,1
55,0,2,120,6.28,0
55,0,3,240,5.72,1
55,0,4,120,5.93,0
55,0,5,0,4.74,1
55,0,6,60,8.62,0
55,0,7,300,5.18,1
55,0,8,240,7.72,1
55,0,9,60,4.43,1
55,0,10,180,10.07,1
55,0,11,180,9.9,0
55,0,12,0,11.43,1
55,1,1,300,6.08,1
55,1,2,120,6.6,1
55,1,3,60,5.88,1
55,1,4,60,3.12,1
55,1,5,0,2.38,1
55,1,6,120,3.68,1
55,1,7,180,6.97,0
55,1,8,0,6.28,1
55,1,9,240,3.17,1
55,1,10,180,11.63,1
55,1,11,240,4.72,1
55,1,12,300,4.37,1
56,0,1,0,3.83,1
56,0,2,0,2.33,1
56,0,3,120,5.67,1
56,0,4,300,3.28,1
56,0,5,180,5.75,1
56,0,6,300,2.25,1
56,0,7,180,16.73,1
56,0,8,60,2.55,1
56,0,9,60,3.68,1
56,0,10,120,23.34,1
56,0,11,240,5.3,1
56,0,12,240,3.53,1
56,1,1,60,4.24,1
56,1,2,300,2.88,1
56,1,3,60,2.71,1
56,1,4,240,2.75,1
56,1,5,180,11.03,1
56,1,6,240,6.65,1
56,1,7,0,2.52,1
56,1,8,120,2.86,0
56,1,9,120,7.12,1
56,1,10,180,7.62,1
56,1,11,300,2.4,1
56,1,12,0,2.27,1
57,0,1,180,7.95,1
57,0,2,240,6.05,1
57,0,3,300,3.9,1
57,0,4,240,7.31,1
57,0,5,60,4.9,1
57,0,6,120,4.02,1
57,0,7,180,4.37,1
57,0,8,0,3.61,1
57,0,9,300,5.03,1
57,0,10,60,3.68,1
57,0,11,120,3.85,1
57,0,12,0,3.2,1
57,1,1,60,4.68,0
57,1,2,180,14.22,1
57,1,3,120,3.35,1
57,1,4,300,4.37,1
57,1,5,60,5.02,1
57,1,6,240,5.6,1
57,1,7,0,3.33,1
57,1,8,240,6.88,1
57,1,9,0,3.23,1
57,1,10,120,5.18,1
57,1,11,300,5.27,1
57,1,12,180,4.83,1
58,0,1,120,17.01,1
58,0,2,300,26.15,1
58,0,3,180,13.8,1
58,0,4,0,7.08,1
58,0,5,300,9.13,1
58,0,6,0,10.9,0
58,0,7,240,11.97,1
58,0,8,60,4.75,1
58,0,9,180,16.53,1
58,0,10,120,10.62,1
58,0,11,60,9.35,1
58,0,12,240,9.5,0
58,1,1,60,7.38,1
58,1,2,60,4.3,1
58,1,3,0,3.5,1
58,1,4,240,5.45,1
58,1,5,120,8.12,1
58,1,6,180,5.53,1
58,1,7,300,5.58,1
58,1,8,0,4.44,1
58,1,9,300,3.73,1
58,1,10,120,3.37,1
58,1,11,180,3.67,1
58,1,12,240,3.4,1
59,0,1,60,5,1
59,0,2,300,3.53,1
59,0,3,180,6.23,0
59,0,4,120,3.3,0
59,0,5,240,5.95,1
59,0,6,60,5.21,1
59,0,7,0,4.16,1
59,0,8,0,2.78,1
59,0,9,180,4.06,0
59,0,10,240,3.54,0
59,0,11,300,3.81,1
59,0,12,120,4.83,1
59,1,1,0,5.35,0
59,1,2,60,5.38,1
59,1,3,60,3.48,1
59,1,4,300,6.78,1
59,1,5,180,3.77,0
59,1,6,120,5.23,1
59,1,7,120,3.45,1
59,1,8,0,3.13,1
59,1,9,240,4.87,0
59,1,10,240,2.67,0
59,1,11,180,3.28,0
59,1,12,300,2.9,1
60,0,1,60,7.17,0
60,0,2,120,5.63,0
60,0,3,180,7.58,0
60,0,4,240,5.35,1
60,0,5,0,2.98,1
60,0,6,300,3.47,1
60,0,7,120,5.61,1
60,0,8,240,6.03,1
60,0,9,0,3.31,1
60,0,10,180,4.25,1
60,0,11,300,2.48,1
60,0,12,60,2.45,1
60,1,1,240,4.98,1
60,1,2,180,4.45,1
60,1,3,120,2.43,1
60,1,4,300,2.55,1
60,1,5,60,2.33,1
60,1,6,0,2.08,1
60,1,7,120,3.83,1
60,1,8,0,1.66,1
60,1,9,240,3.23,1
60,1,10,300,6.43,1
60,1,11,180,4.18,1
60,1,12,60,4.67,1
62,0,1,300,13.05,1
62,0,2,120,4.65,1
62,0,3,240,5.47,1
62,0,4,60,4.21,1
62,0,5,0,5.61,1
62,0,6,180,8.93,1
62,0,7,60,5.4,1
62,0,8,120,9.36,1
62,0,9,240,4.42,1
62,0,10,0,3.18,1
62,0,11,300,3.75,1
62,0,12,180,13.4,0
62,1,1,240,9.69,1
62,1,2,60,4.1,1
62,1,3,300,3.3,1
62,1,4,0,3.25,1
62,1,5,60,3.77,1
62,1,6,180,6.95,1
62,1,7,240,5.2,1
62,1,8,120,4.1,1
62,1,9,0,3.03,1
62,1,10,120,3.5,1
62,1,11,180,5.51,1
62,1,12,300,4.11,1
64,0,1,180,15.72,1
64,0,2,60,44.99,1
64,0,3,120,18.83,0
64,0,4,240,25.7,0
64,0,5,60,6.58,1
64,0,6,240,10.7,0
64,0,7,300,11.27,1
64,0,8,180,4.47,1
64,0,9,300,19.1,1
64,0,10,0,12.47,1
64,0,11,0,6.17,1
64,0,12,120,15.35,1
64,1,1,60,33.71,1
64,1,2,300,3.25,1
64,1,3,0,3.83,1
64,1,4,300,6.08,1
64,1,5,180,20.83,1
64,1,6,60,5.42,1
64,1,7,120,3.13,0
64,1,8,240,4.53,1
64,1,9,0,6.58,1
64,1,10,120,7.18,1
64,1,11,180,5.45,1
64,1,12,240,5.9,1
65,0,1,0,23.68,1
65,0,2,300,27.82,1
65,0,3,120,23.03,0
65,0,4,0,26.37,1
65,0,5,180,29.47,0
65,0,6,240,32.1,1
65,0,7,120,18.53,0
65,0,8,180,13.75,1
65,0,9,300,15.9,1
65,0,10,240,9.68,1
65,0,11,60,6.02,1
65,0,12,60,10.72,1
65,1,1,120,18.85,0
65,1,2,240,14.9,0
65,1,3,180,9.24,1
65,1,4,300,7.88,1
65,1,5,300,4.57,0
65,1,6,180,10.1,0
65,1,7,0,6.13,1
65,1,8,240,3.58,1
65,1,9,60,3.83,1
65,1,10,0,4.43,0
65,1,11,120,3.35,1
65,1,12,60,7.85,0
66,0,1,0,9.75,1
66,0,2,120,4.76,1
66,0,3,60,4.58,1
66,0,4,180,4.92,1
66,0,5,180,7.08,1
66,0,6,0,3.07,1
66,0,7,300,4.62,1
66,0,8,300,3.38,1
66,0,9,240,3.63,1
66,0,10,120,3.36,1
66,0,11,60,4.72,1
66,0,12,240,3.4,1
66,1,1,60,7.03,1
66,1,2,300,3.35,1
66,1,3,0,2.53,1
66,1,4,180,6.01,1
66,1,5,300,7.25,1
66,1,6,60,3.43,1
66,1,7,0,2.9,1
66,1,8,120,3.87,1
66,1,9,240,3.4,1
66,1,10,120,3.32,1
66,1,11,240,3.35,1
66,1,12,180,2.76,1
67,0,1,240,33.31,0
67,0,2,0,7.43,1
67,0,3,60,3.78,0
67,0,4,180,13.3,1
67,0,5,300,5.97,1
67,0,6,120,4.19,0
67,0,7,180,6.47,0
67,0,8,240,6.86,0
67,0,9,0,10.18,1
67,0,10,300,6.07,1
67,0,11,120,7.15,1
67,0,12,60,5.23,1
67,1,1,240,5.5,1
67,1,2,180,12.73,1
67,1,3,0,3.52,1
67,1,4,240,4.43,1
67,1,5,300,3.12,1
67,1,6,300,3.1,1
67,1,7,120,2.82,1
67,1,8,60,3.15,1
67,1,9,60,2.75,1
67,1,10,120,4.35,1
67,1,11,0,2.68,1
67,1,12,180,4.27,1
68,0,1,120,9.87,1
68,0,2,300,13,1
68,0,3,180,7.51,1
68,0,4,60,4.53,1
68,0,5,60,3.3,1
68,0,6,180,18.71,1
68,0,7,0,3.9,1
68,0,8,240,3.18,1
68,0,9,0,8.95,1
68,0,10,120,4.96,1
68,0,11,240,5.46,1
68,0,12,300,2.4,1
68,1,1,120,5.57,1
68,1,2,180,4.83,1
68,1,3,120,4.46,1
68,1,4,0,2.9,1
68,1,5,240,3,1
68,1,6,300,2.5,1
68,1,7,300,4.68,1
68,1,8,60,2.78,1
68,1,9,180,5.43,1
68,1,10,60,3.5,1
68,1,11,0,2.2,1
68,1,12,240,6.45,1
69,0,1,300,11.13,1
69,0,2,240,3.63,1
69,0,3,120,8.1,1
69,0,4,60,3.05,1
69,0,5,180,6.2,1
69,0,6,180,18.73,1
69,0,7,0,2.8,1
69,0,8,300,10.92,1
69,0,9,120,3.93,1
69,0,10,240,5.5,1
69,0,11,0,4.35,1
69,0,12,60,2.2,1
69,1,1,180,10.25,1
69,1,2,60,3.31,1
69,1,3,60,2.44,1
69,1,4,120,6.9,1
69,1,5,240,3.2,1
69,1,6,180,3,1
69,1,7,0,1.73,1
69,1,8,240,4.62,1
69,1,9,300,1.91,1
69,1,10,300,1.73,1
69,1,11,0,1.45,1
69,1,12,120,1.85,1
70,0,1,300,22.62,1
70,0,2,0,7.85,1
70,0,3,120,9.63,0
70,0,4,120,9.27,1
70,0,5,180,8.13,1
70,0,6,180,15.17,0
70,0,7,300,13.32,1
70,0,8,60,5.5,1
70,0,9,240,4.3,1
70,0,10,0,4.66,0
70,0,11,240,4.85,1
70,0,12,60,6.55,1
70,1,1,0,4.74,1
70,1,2,120,5.7,1
70,1,3,60,3.77,1
70,1,4,180,5.68,1
70,1,5,120,3.83,1
70,1,6,240,11.47,1
70,1,7,300,11.43,1
70,1,8,180,5.73,1
70,1,9,60,3.08,1
70,1,10,0,2.08,0
70,1,11,240,4.03,1
70,1,12,300,2.16,1
72,0,1,120,27.56,1
72,0,2,120,18.03,1
72,0,3,0,3.65,1
72,0,4,240,13.15,1
72,0,5,180,41.91,0
72,0,6,300,4.48,1
72,0,7,0,3.38,1
72,0,8,60,4.25,1
72,0,9,240,10.57,1
72,0,10,60,2.65,1
72,0,11,300,3.38,1
72,0,12,180,8.41,0
72,1,1,240,10.43,1
72,1,2,0,2.88,1
72,1,3,180,6.13,1
72,1,4,180,4.12,1
72,1,5,120,2.42,1
72,1,6,60,2.12,1
72,1,7,300,1.8,1
72,1,8,300,1.82,1
72,1,9,240,2.7,1
72,1,10,120,2.27,1
72,1,11,60,3.08,1
72,1,12,0,1.98,1
73,0,1,180,12.38,1
73,0,2,300,9.85,1
73,0,3,120,6.63,1
73,0,4,240,6.9,1
73,0,5,180,20.48,1
73,0,6,0,10.48,1
73,0,7,0,2.55,1
73,0,8,60,5.01,1
73,0,9,60,4.67,1
73,0,10,300,4.6,1
73,0,11,120,10.53,1
73,0,12,240,6.15,1
73,1,1,120,8.09,1
73,1,2,300,5.72,1
73,1,3,180,14.7,1
73,1,4,120,3.87,1
73,1,5,60,2.75,1
73,1,6,0,2.4,1
73,1,7,0,1.84,1
73,1,8,60,2.85,1
73,1,9,240,2.47,1
73,1,10,300,2.03,1
73,1,11,240,21.73,1
73,1,12,180,35.78,1
74,0,1,180,9.5,1
74,0,2,300,19.32,1
74,0,3,240,11.24,1
74,0,4,120,6.26,1
74,0,5,180,8.68,1
74,0,6,60,4.66,1
74,0,7,240,5.02,1
74,0,8,0,7.67,0
74,0,9,300,11.75,0
74,0,10,0,5.03,1
74,0,11,120,3.23,1
74,0,12,60,4.82,0
74,1,1,60,7.63,1
74,1,2,180,8.53,1
74,1,3,300,8.72,1
74,1,4,0,9.71,0
74,1,5,0,5.62,1
74,1,6,120,4.42,1
74,1,7,180,7.56,1
74,1,8,240,4.93,1
74,1,9,300,6.63,1
74,1,10,120,5.35,1
74,1,11,60,4.41,1
74,1,12,240,3.08,1
76,0,1,240,46.18,1
76,0,2,300,32.43,1
76,0,3,60,31.53,1
76,0,4,120,19.07,1
76,0,5,300,18.15,1
76,0,6,240,28.91,1
76,0,7,180,73.6,0
76,0,8,120,3.92,0
76,0,9,60,17.22,1
76,0,10,180,26.93,1
76,0,11,0,10.2,1
76,0,12,0,11.78,1
76,1,1,0,38.97,1
76,1,2,120,78.19,0
76,1,3,240,13.86,1
76,1,4,0,16.43,1
76,1,5,180,14.91,1
76,1,6,240,32.27,0
76,1,7,60,26.41,1
76,1,8,300,17.3,1
76,1,9,300,10.02,0
76,1,10,120,5.91,0
76,1,11,180,19.17,0
76,1,12,60,10.3,1
80,0,1,120,16.13,1
80,0,2,60,8.98,1
80,0,3,300,17.88,1
80,0,4,0,10.03,1
80,0,5,180,53.15,0
80,0,6,60,8.91,1
80,0,7,180,23.73,1
80,0,8,0,6.21,1
80,0,9,240,13.05,1
80,0,10,120,13.73,1
80,0,11,300,7.43,1
80,0,12,240,14.27,1
80,1,1,240,20.01,1
80,1,2,180,12.62,0
80,1,3,240,5.03,1
80,1,4,120,7.11,1
80,1,5,300,7.75,1
80,1,6,120,7.21,1
80,1,7,60,4.55,1
80,1,8,0,4.51,1
80,1,9,60,4.32,1
80,1,10,180,22.37,0
80,1,11,0,4.8,1
80,1,12,300,3.63,1
81,0,1,60,9.1,1
81,0,2,0,10.25,1
81,0,3,120,10.38,1
81,0,4,240,8.72,1
81,0,5,240,4.98,1
81,0,6,0,4.02,1
81,0,7,180,8.2,1
81,0,8,60,3.46,1
81,0,9,300,3.99,1
81,0,10,300,5.28,1
81,0,11,180,6.35,0
81,0,12,120,6.05,1
81,1,1,180,27.94,1
81,1,2,240,29.05,0
81,1,3,120,38.28,1
81,1,4,120,14.3,0
81,1,5,60,12.92,1
81,1,6,240,4.25,1
81,1,7,300,14.92,0
81,1,8,60,13.6,1
81,1,9,0,13.58,0
81,1,10,180,15.73,0
81,1,11,300,41.33,0
81,1,12,0,12.41,0
82,0,1,240,12.05,1
82,0,2,240,15.09,1
82,0,3,180,28.6,1
82,0,4,120,7.37,1
82,0,5,60,4.33,1
82,0,6,0,4.52,1
82,0,7,180,17.64,1
82,0,8,300,6,1
82,0,9,120,11.93,1
82,0,10,0,4.8,1
82,0,11,300,4.4,1
82,0,12,60,6,1
82,1,1,300,10.91,1
82,1,2,300,4.53,1
82,1,3,0,4.22,1
82,1,4,60,3.55,1
82,1,5,240,3.87,1
82,1,6,120,4.12,1
82,1,7,180,4.95,1
82,1,8,0,6.63,1
82,1,9,240,3.76,1
82,1,10,60,2.67,1
82,1,11,120,5.4,1
82,1,12,180,4,1
83,0,1,120,8.08,0
83,0,2,180,8.2,1
83,0,3,240,5.44,0
83,0,4,120,9.03,1
83,0,5,0,5.97,0
83,0,6,60,3.68,0
83,0,7,300,16.17,1
83,0,8,0,12.83,1
83,0,9,60,10.19,1
83,0,10,240,8.77,1
83,0,11,300,10.19,0
83,0,12,180,6.63,0
83,1,1,240,17.17,1
83,1,2,60,8.84,1
83,1,3,300,8,0
83,1,4,0,15.33,1
83,1,5,180,17.13,0
83,1,6,300,5.65,1
83,1,7,180,10.14,0
83,1,8,0,7.63,1
83,1,9,120,8.62,0
83,1,10,60,7.18,1
83,1,11,120,12.87,0
83,1,12,240,5.75,0
84,0,1,180,5.33,0
84,0,2,240,4.65,0
84,0,3,120,14.4,0
84,0,4,0,9.2,0
84,0,5,300,32.12,0
84,0,6,60,7.27,0
84,0,7,60,18.43,1
84,0,8,240,8,1
84,0,9,120,2.16,0
84,0,10,180,3.83,1
84,0,11,0,2.65,1
84,0,12,300,1.5,0
84,1,1,60,3.73,0
84,1,2,180,1.75,1
84,1,3,240,2.6,1
84,1,4,0,1.92,1
84,1,5,300,1.54,0
84,1,6,120,1.85,1
84,1,7,0,1.8,0
84,1,8,180,9.33,1
84,1,9,120,3.35,1
84,1,10,300,2.4,0
84,1,11,60,2.75,1
84,1,12,240,5.05,0
86,0,1,0,7.61,1
86,0,2,300,11.4,1
86,0,3,60,4.21,1
86,0,4,60,4.95,1
86,0,5,180,8.34,1
86,0,6,240,6.98,1
86,0,7,180,5.78,1
86,0,8,0,3.53,1
86,0,9,300,3.61,1
86,0,10,120,4.13,1
86,0,11,120,4.2,1
86,0,12,240,7.49,1
86,1,1,60,23.56,0
86,1,2,0,11.15,1
86,1,3,240,14.38,0
86,1,4,180,16.61,0
86,1,5,120,5.58,1
86,1,6,0,17.83,1
86,1,7,180,5.58,0
86,1,8,60,4.55,1
86,1,9,240,5.8,0
86,1,10,300,6.15,1
86,1,11,120,11.39,1
86,1,12,300,17.15,0
87,0,1,60,8.13,1
87,0,2,0,5.75,1
87,0,3,120,9.33,0
87,0,4,240,9.3,1
87,0,5,300,4.4,1
87,0,6,300,3.78,1
87,0,7,240,3.91,1
87,0,8,60,4.48,1
87,0,9,0,4.15,1
87,0,10,180,17.38,1
87,0,11,180,10.28,1
87,0,12,120,6.2,1
87,1,1,60,14.17,1
87,1,2,0,5.65,1
87,1,3,0,3.2,1
87,1,4,240,4.03,1
87,1,5,180,9.98,0
87,1,6,60,6.11,1
87,1,7,120,3.63,1
87,1,8,300,3.81,1
87,1,9,300,2.6,1
87,1,10,180,7.5,0
87,1,11,240,4.98,1
87,1,12,120,5.83,1
88,0,1,300,7.1,1
88,0,2,60,5.87,1
88,0,3,180,6,1
88,0,4,0,4.06,1
88,0,5,120,3.8,1
88,0,6,180,6.84,1
88,0,7,240,7.43,1
88,0,8,240,4.44,1
88,0,9,300,4.52,1
88,0,10,60,3.72,1
88,0,11,120,6.13,1
88,0,12,0,3.7,1
88,1,1,60,8.92,1
88,1,2,240,3.51,1
88,1,3,240,2.93,1
88,1,4,300,2.5,1
88,1,5,180,10.87,1
88,1,6,180,5.06,1
88,1,7,300,3.57,1
88,1,8,120,2.98,1
88,1,9,60,2.48,1
88,1,10,0,2.28,1
88,1,11,120,2.2,1
88,1,12,0,2.08,1
89,0,1,60,4.63,1
89,0,2,0,3.28,1
89,0,3,0,3.13,1
89,0,4,300,3.32,1
89,0,5,60,3.6,1
89,0,6,180,12.62,1
89,0,7,120,4.81,1
89,0,8,120,3.08,1
89,0,9,300,3.38,1
89,0,10,240,5.62,1
89,0,11,180,6.43,1
89,0,12,240,7.97,1
89,1,1,60,5.07,1
89,1,2,60,4.68,1
89,1,3,300,5.75,1
89,1,4,180,4.03,1
89,1,5,300,3.05,1
89,1,6,240,2.88,1
89,1,7,180,3.4,1
89,1,8,0,2.38,1
89,1,9,120,3.08,1
89,1,10,240,3,1
89,1,11,120,2.57,1
89,1,12,0,2.58,1
90,0,1,60,9.34,1
90,0,2,60,5.18,1
90,0,3,300,3.7,1
90,0,4,180,3.63,1
90,0,5,240,5.21,1
90,0,6,120,2.9,1
90,0,7,240,5.5,1
90,0,8,0,4.85,1
90,0,9,180,5.18,1
90,0,10,0,2.89,1
90,0,11,120,2.92,1
90,0,12,300,3.45,1
90,1,1,300,12.39,1
90,1,2,0,5.13,1
90,1,3,120,3.76,1
90,1,4,300,4.57,1
90,1,5,240,5.41,1
90,1,6,60,7.4,1
90,1,7,240,2.87,1
90,1,8,180,6.42,1
90,1,9,0,2.95,1
90,1,10,60,2.15,1
90,1,11,120,2.28,1
90,1,12,180,2.48,1
92,0,1,120,9.14,1
92,0,2,60,6.63,1
92,0,3,120,7.87,1
92,0,4,0,3.62,1
92,0,5,300,3.68,1
92,0,6,300,3.42,1
92,0,7,180,4.28,1
92,0,8,240,7.53,1
92,0,9,180,3.6,1
92,0,10,60,2.75,1
92,0,11,0,2.7,1
92,0,12,240,7.3,0
92,1,1,120,26.35,0
92,1,2,300,5.88,1
92,1,3,120,6.27,1
92,1,4,60,3.97,1
92,1,5,60,3,1
92,1,6,180,6.27,1
92,1,7,240,2.95,1
92,1,8,0,4.21,1
92,1,9,0,2.29,1
92,1,10,180,5.83,1
92,1,11,300,3.35,1
92,1,12,240,6.05,1
93,0,1,120,63.31,1
93,0,2,300,24.05,1
93,0,3,180,91.57,0
93,0,4,60,12.53,1
93,0,5,240,16.44,1
93,0,6,0,9.05,1
93,0,7,300,7.15,1
93,0,8,180,34.57,0
93,0,9,240,7.59,0
93,0,10,60,8.74,1
93,0,11,0,3.57,1
93,0,12,120,7.83,0
93,1,1,240,28.53,1
93,1,2,60,19.12,1
93,1,3,240,15.22,1
93,1,4,0,4.57,1
93,1,5,300,4.77,1
93,1,6,120,35.53,1
93,1,7,120,29.13,1
93,1,8,300,9.15,1
93,1,9,180,9.95,0
93,1,10,60,4.93,1
93,1,11,0,5.87,1
93,1,12,180,13.3,0
94,0,1,240,6.31,1
94,0,2,300,4.95,0
94,0,3,120,6.72,1
94,0,4,300,6.45,0
94,0,5,180,9.08,1
94,0,6,120,5,1
94,0,7,0,3.28,0
94,0,8,240,3.17,0
94,0,9,60,6.98,0
94,0,10,0,4.87,0
94,0,11,180,25.83,1
94,0,12,60,6.12,1
94,1,1,240,11.09,1
94,1,2,180,2.9,0
94,1,3,60,4.8,0
94,1,4,300,5.18,1
94,1,5,0,5.8,0
94,1,6,240,3.3,0
94,1,7,120,12.78,1
94,1,8,60,6.21,0
94,1,9,180,25.81,0
94,1,10,0,13.58,1
94,1,11,120,19.38,0
94,1,12,300,7.05,1
95,0,1,240,12.92,1
95,0,2,60,3.82,1
95,0,3,120,4.53,1
95,0,4,180,9.02,0
95,0,5,0,6.6,1
95,0,6,300,4.48,1
95,0,7,300,5.28,1
95,0,8,0,2.87,1
95,0,9,60,2.57,1
95,0,10,120,4.87,1
95,0,11,180,10.18,1
95,0,12,240,3.29,1
95,1,1,240,48.87,1
95,1,2,0,19,1
95,1,3,180,12.62,1
95,1,4,120,4.2,1
95,1,5,60,3.87,1
95,1,6,240,11.03,0
95,1,7,120,8.12,1
95,1,8,180,9.7,1
95,1,9,300,4.85,1
95,1,10,300,7.33,1
95,1,11,0,2.87,1
95,1,12,60,5.78,0
96,0,1,300,9.83,1
96,0,2,120,17.56,1
96,0,3,60,3.92,1
96,0,4,180,8.43,0
96,0,5,0,5.56,0
96,0,6,180,9.25,1
96,0,7,240,7.98,0
96,0,8,120,9.78,1
96,0,9,0,3.7,1
96,0,10,300,8.68,0
96,0,11,240,11.35,1
96,0,12,60,8.42,1
96,1,1,120,8.35,0
96,1,2,0,17.93,1
96,1,3,240,9.53,1
96,1,4,120,4.9,1
96,1,5,60,4.17,1
96,1,6,300,4.11,1
96,1,7,300,2.68,1
96,1,8,240,3.37,1
96,1,9,180,6.73,1
96,1,10,0,2.32,1
96,1,11,60,2.24,1
96,1,12,180,4.15,1
97,0,1,60,16.86,1
97,0,2,180,13.92,0
97,0,3,300,6.78,1
97,0,4,240,9.13,1
97,0,5,0,8.08,1
97,0,6,240,5.05,1
97,0,7,60,7.9,1
97,0,8,120,5.08,1
97,0,9,120,12.18,1
97,0,10,300,5.28,1
97,0,11,180,11.42,0
97,0,12,0,8.1,1
97,1,1,180,42.45,1
97,1,2,60,7.05,1
97,1,3,240,7.75,1
97,1,4,300,6.78,1
97,1,5,0,9.12,1
97,1,6,240,5.04,1
97,1,7,60,10.85,1
97,1,8,120,8.27,1
97,1,9,0,6.45,1
97,1,10,300,5.7,1
97,1,11,120,8.08,1
97,1,12,180,22.88,0
98,0,1,180,44.78,0
98,0,2,180,10.28,0
98,0,3,120,9.53,0
98,0,4,120,4.93,0
98,0,5,60,18.97,1
98,0,6,0,18.3,0
98,0,7,240,3.4,0
98,0,8,0,20.13,1
98,0,9,300,5.38,1
98,0,10,300,3.67,1
98,0,11,60,11.17,1
98,0,12,240,5.13,1
98,1,1,180,18.28,0
98,1,2,0,9.17,1
98,1,3,240,6.08,1
98,1,4,300,9.68,1
98,1,5,120,7.51,0
98,1,6,60,5.55,1
98,1,7,60,4.22,1
98,1,8,120,9.66,1
98,1,9,0,4.03,1
98,1,10,180,7.26,0
98,1,11,300,7.51,1
98,1,12,240,6.16,1
100,0,1,0,44.49,1
100,0,2,120,33.45,1
100,0,3,300,5.19,1
100,0,4,60,3.47,1
100,0,5,300,4.7,1
100,0,6,60,3.53,1
100,0,7,240,5.43,1
100,0,8,180,9.4,1
100,0,9,120,2.43,1
100,0,10,180,9.32,1
100,0,11,240,2.67,1
100,0,12,0,3.83,1
100,1,1,180,27.37,0
100,1,2,240,82.07,1
100,1,3,120,21.83,1
100,1,4,120,9.59,1
100,1,5,0,3.78,1
100,1,6,300,3.69,1
100,1,7,180,3.32,0
100,1,8,240,50.59,1
100,1,9,60,8.73,1
100,1,10,0,5.17,1
100,1,11,60,2.7,1
100,1,12,300,3.3,1
101,0,1,60,4.82,0
101,0,2,180,9.98,1
101,0,3,300,7.39,1
101,0,4,240,2.55,1
101,0,5,60,5.7,1
101,0,6,120,3.39,1
101,0,7,120,2.85,0
101,0,8,240,4.33,1
101,0,9,300,3.23,1
101,0,10,180,3.6,1
101,0,11,0,4.95,0
101,0,12,0,2.97,0
101,1,1,240,7.3,0
101,1,2,300,2.57,1
101,1,3,60,6.2,1
101,1,4,300,5.97,0
101,1,5,60,2.3,0
101,1,6,240,1.75,0
101,1,7,120,2.33,1
101,1,8,180,6.26,0
101,1,9,0,6.02,1
101,1,10,0,4.8,0
101,1,11,120,2.05,1
101,1,12,180,3.1,1
102,0,1,120,21.04,1
102,0,2,0,13.05,1
102,0,3,0,15.77,1
102,0,4,120,15.6,1
