subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
84,1,P,-1,1,8342,30617,22275,22275,5,662,300
84,1,P,-1,2,8342,33670,25328,2797,7,287,180
84,1,P,-1,3,8342,35065,26723,1137,1,632,495
84,1,P,-2,1,43934,51837,7903,7903,2,332,465
84,1,P,-2,2,43934,52945,9011,849,4,452,360
84,1,P,-2,3,43934,53897,9963,694,8,467,90
84,1,P,-3,1,61207,64028,2821,2821,7,287,180
84,1,P,-3,2,61207,64957,3750,672,9,647,120
84,1,P,-3,3,61207,65797,4590,582,6,827,210
84,1,T,1,1,73964,78959,4995,4995,8,467,90
84,1,T,1,2,73964,80672,6708,1456,5,662,300
84,1,T,2,1,86534,89171,2637,2637,4,452,360
84,1,T,2,2,86534,96625,10091,7198,5,662,300
84,1,T,3,1,105120,106595,1475,1475,4,452,360
84,1,T,3,2,105120,107370,2250,517,7,287,180
84,1,T,3,3,105120,108218,3098,591,2,332,465
84,1,T,4,1,114982,116515,1533,1533,8,467,90
84,1,T,4,2,114982,117509,2527,736,5,662,300
84,1,T,4,3,114982,120264,5282,2497,1,632,495
84,1,T,5,1,127501,129136,1635,1635,3,782,390
84,1,T,5,2,127501,130110,2609,716,1,632,495
84,1,T,5,3,127501,131097,3596,729,4,452,360
84,1,T,5,4,127501,132005,4504,650,7,287,180
84,1,T,6,1,139846,141574,1728,1728,6,827,210
84,1,T,6,2,139846,142496,2650,664,3,782,390
84,1,T,6,3,139846,143483,3637,729,1,632,495
84,1,T,6,4,139846,144500,4654,759,8,467,90
