subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
18,1,P,-1,11767,3,135,135,3,0,1,21603
18,1,P,-2,38953,3,248,248,3,0,1,13417
18,1,P,-3,57919,3,679,697,1,2,0,11095
18,1,T,1,74721,2,85,85,2,0,1,12499
18,1,T,2,91769,2,64,64,2,0,1,7453
18,1,T,3,104776,3,472,472,3,0,1,9133
18,1,T,4,119460,3,815,815,3,0,1,12651
18,1,T,5,138668,4,3417,3417,4,0,1,12367
18,1,T,6,157594,4,6158,6158,4,0,1,12417
18,1,T,7,177576,5,52186,52186,5,0,1,17509
18,1,T,8,202653,5,42731,42713,3,2,0,15288
18,1,T,9,226503,6,392487,34279,2,4,0,24524
18,1,T,10,259595,6,378294,378942,3,3,0,21194
