subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
95,1,P,-1,1,11666,42759,31093,31092,1,632,495
95,1,P,-1,2,11666,43416,31750,399,3,782,390
95,1,P,-1,3,11666,44089,32423,417,5,662,300
95,1,P,-2,1,55932,60353,4421,4420,2,332,465
95,1,P,-2,2,55932,60665,4733,55,4,452,360
95,1,P,-2,3,55932,61194,5262,271,8,467,90
95,1,P,-3,1,71536,75971,4435,4435,6,827,210
95,1,P,-3,2,71536,76732,5196,504,7,287,180
95,1,P,-3,3,71536,77348,5812,357,9,647,120
95,1,T,1,1,84272,91132,6860,6860,8,467,90
95,1,T,1,2,84272,91733,7461,344,5,662,300
95,1,T,2,1,97280,100187,2907,2907,6,827,210
95,1,T,2,2,97280,100540,3260,97,4,452,360
95,1,T,3,1,106627,110384,3757,3757,4,452,360
95,1,T,3,2,106627,110907,4280,264,7,287,180
95,1,T,3,3,106627,111410,4783,245,2,332,465
95,1,T,4,1,117443,122071,4628,4628,8,467,90
95,1,T,4,2,117443,123028,5585,701,5,662,300
95,1,T,4,3,117443,123660,6217,374,1,632,495
95,1,T,5,1,131253,137068,5815,5815,3,782,390
95,1,T,5,2,131253,137553,6300,229,1,632,495
95,1,T,5,3,131253,138053,6800,242,4,452,360
95,1,T,5,4,131253,138726,7473,415,7,287,180
95,1,T,6,1,146852,150191,3339,3339,6,827,210
95,1,T,6,2,146852,150600,3748,153,5,662,300
95,1,T,6,3,146852,151091,4239,234,1,632,495
95,1,T,6,4,146852,151778,4926,429,8,467,90
