subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
52,1,P,-1,1,7916,12300,4384,4384,1,632,495
52,1,P,-1,2,7916,13139,5223,580,3,782,390
52,1,P,-1,3,7916,13836,5920,438,5,662,300
52,1,P,-2,1,20416,22002,1586,1586,2,332,465
52,1,P,-2,2,20416,22938,2522,678,4,452,360
52,1,P,-2,3,20416,23540,3124,344,8,467,90
52,1,P,-3,1,30095,31480,1385,1385,6,827,210
52,1,P,-3,2,30095,32589,2494,851,7,287,180
52,1,P,-3,3,30095,33351,3256,503,9,647,120
52,1,T,1,1,39999,45836,5837,5837,8,467,90
52,1,T,1,2,39999,46784,6785,690,5,662,300
52,1,T,2,1,52103,54212,2109,2109,6,827,210
52,1,T,2,2,52103,55546,3443,1076,4,452,360
52,1,T,3,1,62303,64515,2212,2212,4,452,360
52,1,T,3,2,62303,65805,3502,1032,7,287,180
52,1,T,3,3,62303,66774,4471,710,2,332,465
52,1,T,4,1,73225,76391,3166,3166,8,467,90
52,1,T,4,2,73225,77672,4447,1023,1,632,495
52,1,T,4,3,73225,78595,5370,665,5,662,300
52,1,T,5,1,85937,87587,1650,1650,3,782,390
52,1,T,5,2,85937,88759,2822,915,4,452,360
52,1,T,5,3,85937,89812,3875,795,1,632,495
52,1,T,5,4,85937,90590,4653,520,7,287,180
52,1,T,6,1,98046,99975,1929,1929,6,827,210
52,1,T,6,2,98046,102233,4187,2000,1,632,495
52,1,T,6,3,98046,103207,5161,715,5,662,300
52,1,T,6,4,98046,104960,6914,1495,8,467,90
52,1,T,7,1,113330,115831,2501,2501,5,662,300
52,1,T,7,2,113330,116994,3664,905,2,332,465
52,1,T,7,3,113330,117975,4645,723,1,632,495
52,1,T,7,4,113330,118986,5656,753,8,467,90
52,1,T,7,5,113330,121028,7698,1784,6,827,210
52,1,T,8,1,129871,142562,12691,12691,5,662,300
52,1,T,8,2,129871,143523,13652,702,2,332,465
52,1,T,8,3,129871,144332,14461,550,7,287,180
52,1,T,8,4,129871,146048,16177,1458,1,632,495
52,1,T,8,5,129871,151154,21283,4848,6,827,210
52,1,T,9,1,161043,163625,2582,2582,3,782,390
52,1,T,9,2,161043,167750,6707,3867,9,647,120
52,1,T,9,3,161043,172684,11641,4675,4,452,360
52,1,T,9,4,161043,173523,12480,581,7,287,180
52,1,T,9,5,161043,174314,13271,532,2,332,465
52,1,T,10,1,185452,187543,2091,2091,3,782,390
52,1,T,10,2,185452,188785,3333,983,7,287,180
52,1,T,10,3,185452,189716,4264,673,8,467,90
52,1,T,10,4,185452,190505,5053,531,9,647,120
52,1,T,10,5,185452,191079,5627,315,4,452,360
