subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
48,1,P,-1,10158,3,135,135,3,0,1,10240
48,1,P,-2,25947,3,248,248,3,0,1,8167
48,1,P,-3,39661,3,679,679,3,0,1,7149
48,1,T,1,52490,2,85,85,2,0,1,11478
48,1,T,2,68515,2,64,64,2,0,1,4754
48,1,T,3,78821,3,472,472,3,0,1,5576
48,1,T,4,89950,3,815,815,3,0,1,7659
48,1,T,5,104166,4,3417,35417,1,4,0,7866
48,1,T,6,118590,4,6158,6158,4,0,1,7884
48,1,T,7,134036,5,52186,52186,5,0,1,8334
48,1,T,8,149934,5,42731,42753,3,2,0,7848
48,1,T,9,166350,6,392487,342957,3,3,0,9016
48,1,T,10,183934,6,378294,37249,3,3,0,8154
