subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
30,1,P,-1,11219,3,135,1135,1,3,0,12785
30,1,P,-2,29551,3,248,248,3,0,1,9127
30,1,P,-3,44225,3,679,679,3,0,1,6322
30,1,T,1,56130,2,85,85,2,0,1,9463
30,1,T,2,70139,2,64,64,2,0,1,5262
30,1,T,3,80954,3,472,472,3,0,1,7006
30,1,T,4,93513,3,815,15,0,3,0,5415
30,1,T,5,105484,4,3417,3417,4,0,1,7636
30,1,T,6,119676,4,6158,6158,4,0,1,7209
30,1,T,7,134450,5,52186,52186,5,0,1,6445
30,1,T,8,148456,5,42731,42713,3,2,0,6917
30,1,T,9,163940,6,392487,354278,1,5,0,11858
30,1,T,10,184365,6,378294,372894,4,2,0,11713
