subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
109,1,P,-1,1,8682,12161,3479,3479,1,632,495
109,1,P,-1,2,8682,12535,3853,118,3,782,390
109,1,P,-1,3,8682,12961,4279,168,5,662,300
109,1,P,-2,1,19092,22804,3712,3712,2,332,465
109,1,P,-2,2,19092,23185,4093,124,4,452,360
109,1,P,-2,3,19092,23593,4501,150,8,467,90
109,1,P,-3,1,30086,33642,3556,3556,6,827,210
109,1,P,-3,2,30086,34450,4364,552,7,287,180
109,1,P,-3,3,30086,34965,4879,259,9,647,120
109,1,T,1,1,42147,46175,4028,4028,8,467,90
109,1,T,1,2,42147,46708,4561,277,5,662,300
109,1,T,2,1,52787,55805,3018,3018,6,827,210
109,1,T,2,2,52787,56442,3655,380,4,452,360
109,1,T,3,1,62736,66110,3374,3374,4,452,360
109,1,T,3,2,62736,66699,3963,331,7,287,180
109,1,T,3,3,62736,67313,4577,357,2,332,465
109,1,T,4,1,74492,78054,3562,3562,8,467,90
109,1,T,4,2,74492,78867,4375,557,1,632,495
109,1,T,4,3,74492,79305,4813,181,5,662,300
109,1,T,5,1,86402,93574,7172,7172,3,782,390
109,1,T,5,2,86402,94050,7648,218,4,452,360
109,1,T,5,3,86402,94514,8112,206,1,632,495
109,1,T,5,4,86402,95693,9291,921,7,287,180
109,1,T,6,1,103396,108249,4853,4853,6,827,210
109,1,T,6,2,103396,108826,5430,320,1,632,495
109,1,T,6,3,103396,109275,5879,191,5,662,300
109,1,T,6,4,103396,109691,6295,158,8,467,90
109,1,T,7,1,119362,125701,6339,6339,5,662,300
109,1,T,7,2,119362,126199,6837,242,2,332,465
109,1,T,7,3,119362,126690,7328,233,1,632,495
109,1,T,7,4,119362,127184,7822,236,8,467,90
109,1,T,7,5,119362,127736,8374,293,6,827,210
109,1,T,8,1,135828,157449,21621,21621,7,287,180
109,1,T,8,2,135828,158053,22225,349,5,662,300
109,1,T,8,3,135828,158602,22774,291,4,452,360
109,1,T,8,4,135828,159112,23284,252,7,287,180
109,1,T,8,5,135828,159720,23892,349,2,332,465
109,1,T,9,1,168841,178568,9727,9727,9,647,120
109,1,T,9,2,168841,179289,10448,462,3,782,390
109,1,T,9,3,168841,181720,12879,2174,4,452,360
109,1,T,9,4,168841,182089,13248,112,2,332,465
109,1,T,9,5,168841,182658,13817,312,1,632,495
109,1,T,9,6,168841,183472,14631,558,7,287,180
109,1,T,10,1,194226,206452,12226,12226,3,782,390
109,1,T,10,2,194226,206986,12760,277,2,332,465
109,1,T,10,3,194226,207546,13320,302,7,287,180
109,1,T,10,4,194226,208064,13838,259,4,452,360
109,1,T,10,5,194226,208675,14449,353,9,647,120
