subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
109,1,P,-1,8682,3,135,135,3,0,1,4860
109,1,P,-2,19092,3,248,248,3,0,1,5442
109,1,P,-3,30086,3,679,679,3,0,1,6285
109,1,T,1,42147,2,85,85,2,0,1,6093
109,1,T,2,52787,2,64,64,2,0,1,4398
109,1,T,3,62736,3,472,472,3,0,1,6202
109,1,T,4,74492,3,815,815,3,0,1,5352
109,1,T,5,86402,4,3417,3417,4,0,1,10435
109,1,T,6,103396,4,6158,6158,4,0,1,8402
109,1,T,7,119362,5,52186,52186,5,0,1,8907
109,1,T,8,135828,5,42731,75472,0,5,0,24443
109,1,T,9,168841,6,392487,934217,1,5,0,16817
109,1,T,10,194226,6,378294,32749,2,4,0,14976
