subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
81,1,P,-1,1,9880,19879,9999,9999,1,632,495
81,1,P,-1,2,9880,20381,10501,244,3,782,390
81,1,P,-1,3,9880,20987,11107,348,5,662,300
81,1,P,-2,1,28805,38594,9789,9789,2,332,465
81,1,P,-2,2,28805,39761,10956,910,4,452,360
81,1,P,-2,3,28805,40447,11642,428,8,467,90
81,1,P,-2,4,28805,43668,14863,2962,2,332,465
81,1,P,-2,5,28805,68815,40010,24889,9,647,120
81,1,P,-3,1,76812,79689,2877,2877,6,827,210
81,1,P,-3,2,76812,81530,4718,1584,7,287,180
81,1,P,-3,3,76812,82742,5930,954,9,647,120
81,1,T,1,1,89957,93186,3229,3229,5,662,300
81,1,T,1,2,89957,94806,4849,1364,8,467,90
81,1,T,1,3,89957,95660,5703,598,5,662,300
81,1,T,2,1,101230,107469,6239,6239,6,827,210
81,1,T,2,2,101230,108151,6921,426,4,452,360
81,1,T,3,1,117367,121438,4071,4071,4,452,360
81,1,T,3,2,117367,121885,4518,193,2,332,465
81,1,T,3,3,117367,122487,5120,348,7,287,180
81,1,T,4,1,128836,133078,4242,4242,8,467,90
81,1,T,4,2,128836,133726,4890,392,1,632,495
81,1,T,4,3,128836,134146,5310,163,5,662,300
81,1,T,5,1,141402,147337,5935,5935,3,782,390
81,1,T,5,2,141402,149081,7679,1488,4,452,360
81,1,T,5,3,141402,149687,8285,348,7,287,180
81,1,T,5,4,141402,150298,8896,353,1,632,495
81,1,T,6,1,157411,163485,6074,6074,6,827,210
81,1,T,6,2,157411,164762,7351,1020,1,632,495
81,1,T,6,3,157411,165326,7915,308,8,467,90
81,1,T,6,4,157411,165783,8372,201,5,662,300
