subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
117,1,P,-1,1,8666,9796,1130,1130,1,632,495
117,1,P,-1,2,8666,11503,2837,1450,5,662,300
117,1,P,-2,1,20893,22556,1663,1663,2,332,465
117,1,P,-2,2,20893,23867,2974,1053,4,452,360
117,1,P,-2,3,20893,25260,4367,1135,8,467,90
117,1,P,-3,1,32936,35153,2217,2216,6,827,210
117,1,P,-3,2,32936,37142,4206,1731,7,287,180
117,1,P,-3,3,32936,39135,6199,1735,9,647,120
117,1,T,1,1,48073,50788,2715,2715,8,467,90
117,1,T,1,2,48073,52418,4345,1372,5,662,300
117,1,T,2,1,57809,59502,1693,1693,6,827,210
117,1,T,2,2,57809,61001,3192,1240,4,452,360
117,1,T,3,1,67472,68709,1237,1237,4,452,360
117,1,T,3,2,67472,70165,2693,1198,7,287,180
117,1,T,3,3,67472,71570,4098,1147,2,332,465
117,1,T,4,1,78089,79759,1670,1670,8,467,90
117,1,T,4,2,78089,81077,2988,1060,1,632,495
117,1,T,4,3,78089,84507,6418,3172,5,662,300
117,1,T,5,1,91982,93881,1899,1898,3,782,390
117,1,T,5,2,91982,95524,3542,1385,4,452,360
117,1,T,5,3,91982,96860,4878,1077,1,632,495
117,1,T,5,4,91982,98223,6241,1105,7,287,180
117,1,T,6,1,105718,107437,1719,1719,6,827,210
117,1,T,6,2,105718,108869,3151,1174,1,632,495
117,1,T,6,3,105718,110545,4827,1418,5,662,300
117,1,T,6,4,105718,112070,6352,1267,8,467,90
117,1,T,7,1,120579,122136,1557,1557,5,662,300
117,1,T,7,2,120579,123150,2571,755,2,332,465
117,1,T,7,3,120579,124243,3664,835,1,632,495
117,1,T,7,4,120579,125754,5175,1253,8,467,90
117,1,T,7,5,120579,127076,6497,1064,6,827,210
117,1,T,8,1,135660,137040,1380,1380,4,452,360
117,1,T,8,2,135660,137922,2262,624,2,332,465
117,1,T,8,3,135660,139349,3689,1169,7,287,180
117,1,T,8,4,135660,140695,5035,1088,3,782,390
117,1,T,8,5,135660,141927,6267,974,1,632,495
117,1,T,9,1,151634,154746,3112,3112,3,782,390
117,1,T,9,2,151634,156191,4557,1186,9,647,120
117,1,T,9,3,151634,158029,6395,1580,4,452,360
117,1,T,9,4,151634,159634,8000,1348,2,332,465
117,1,T,9,5,151634,161042,9408,1151,5,662,300
117,1,T,9,6,151634,162393,10759,1092,7,287,180
117,1,T,10,1,172374,174110,1736,1736,3,782,390
117,1,T,10,2,172374,175545,3171,1177,7,287,180
117,1,T,10,3,172374,177292,4918,1489,2,332,465
117,1,T,10,4,172374,181029,8655,3479,8,467,90
117,1,T,10,5,172374,182855,10481,1568,4,452,360
