subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
24,1,P,-1,1,17251,26245,8994,8994,5,662,300
24,1,P,-1,2,17251,30837,13586,4334,1,632,495
24,1,P,-1,3,17251,37813,20562,6718,3,782,390
24,1,P,-2,1,45285,50784,5499,5499,4,452,360
24,1,P,-2,2,45285,60443,15158,9400,8,467,90
24,1,P,-2,3,45285,68624,23339,7922,1,632,495
24,1,P,-3,1,76397,84951,8554,8554,6,827,210
24,1,P,-3,2,76397,92823,16426,7614,2,332,465
24,1,P,-3,3,76397,99479,23082,6398,4,452,360
24,1,T,1,1,106602,112359,5757,5757,8,467,90
24,1,T,1,2,106602,121277,14675,8659,4,452,360
24,1,T,2,1,127481,132580,5099,5099,6,827,210
24,1,T,2,2,127481,138238,10757,5400,2,332,465
